,eta,razza,mangime,temperatura,peso,q_uova_mensili
389,9,Leghorn,Type A,22.494974116147134,1721.1344759784984,14.0
390,60,Sussex,Type A,29.260276361194613,2303.810511163028,4.0
391,24,Sussex,Type A,27.84627086872677,2807.10827206994,6.0
392,45,Plymouth Rock,Type C,30.051440519164125,3001.825899875515,2.0
393,50,Plymouth Rock,Type C,33.94408816132984,2318.006026619375,1.0
394,16,Sussex,Type B,27.983903200085603,3014.328931484781,3.0
395,74,Plymouth Rock,Type B,28.713980798941968,2593.8409456651384,4.0
396,21,Plymouth Rock,Type A,21.34439508732413,2650.9709668296314,5.0
397,23,Rhode Island Red,Type C,30.764536788629442,2552.8258939086027,5.0
398,30,Plymouth Rock,Type C,25.998578102062343,2518.8173228730047,2.0
399,52,Leghorn,Type C,34.650878579938684,2470.116886418432,3.0
400,56,Plymouth Rock,Type B,32.3476102339349,2724.339437046559,6.0
401,74,Plymouth Rock,Type B,27.837215607741776,3339.3547153775016,2.0
402,59,Sussex,Type C,21.84833981258249,2894.007197916806,4.0
403,37,Leghorn,Type C,32.891236899208835,1551.2242964043132,5.0
404,66,Plymouth Rock,Type C,31.996716431360326,3003.170511632731,2.0
405,27,Plymouth Rock,Type B,22.768776943055496,2842.891026625817,2.0
406,19,Rhode Island Red,Type C,24.42917433830465,2676.43977047035,4.0
407,31,Plymouth Rock,Type C,31.90110887221756,2374.4984863979553,6.0
408,68,Plymouth Rock,Type A,22.778426698211145,3129.269052236489,2.0
409,55,Rhode Island Red,Type A,33.76628733757066,3337.338487824753,4.0
410,57,Sussex,Type B,26.36791137794543,2420.741843821709,6.0
411,55,Plymouth Rock,Type C,21.30558443881488,3103.0278734928115,1.0
412,51,Rhode Island Red,Type C,32.23622965256421,3138.2244150406113,1.0
413,8,Leghorn,Type A,25.602645245575815,2303.861368443587,15.0
414,11,Sussex,Type B,27.897487912306715,2779.7751613557807,9.0
415,39,Leghorn,Type A,21.684565166168287,2454.3820729608624,7.0
416,52,Leghorn,Type A,20.038760222674735,2391.71340260613,5.0
417,49,Rhode Island Red,Type A,29.569778086899465,3320.004740206537,1.0
418,23,Plymouth Rock,Type A,27.727627555005974,3332.4846256668584,2.0
419,67,Rhode Island Red,Type C,28.903078536847207,2886.368137136807,1.0
420,42,Rhode Island Red,Type C,31.906157755707746,2668.2365791084917,2.0
421,71,Rhode Island Red,Type A,29.6990887013429,3415.8751591785303,3.0
422,63,Rhode Island Red,Type B,22.621601642410656,3438.2059921929063,0.0
423,73,Sussex,Type B,25.411587786659,2239.876174564471,6.0
424,17,Plymouth Rock,Type B,33.58836657181641,3429.6860241426125,5.0
425,51,Leghorn,Type B,31.549170503775184,2431.6858012526454,5.0
426,65,Leghorn,Type A,28.34955586905076,2621.183174539424,5.0
427,35,Plymouth Rock,Type C,23.834674967139083,2659.6147517329264,5.0
428,26,Leghorn,Type B,24.530907527521926,2263.6976901741273,8.0
429,47,Plymouth Rock,Type A,30.97937101378452,2850.1301948778128,6.0
430,71,Leghorn,Type B,32.76761391279156,2148.8695528376584,4.0
431,58,Rhode Island Red,Type B,30.071370042959217,3188.1914265595724,3.0
432,14,Leghorn,Type A,32.14294963652662,2207.3291366357425,9.0
433,46,Plymouth Rock,Type C,31.49984202800609,2762.144753827585,1.0
434,68,Plymouth Rock,Type C,22.245559519354366,2907.9409157399946,4.0
435,25,Plymouth Rock,Type A,26.35917219369953,3423.9430804972153,4.0
436,70,Plymouth Rock,Type C,22.29475701242844,2630.3431736890725,4.0
437,45,Plymouth Rock,Type A,23.52853377202977,2410.5400598166952,6.0
438,28,Sussex,Type A,33.038894369765785,2508.888376186465,6.0
439,39,Sussex,Type A,27.09337948449773,2790.0021787997507,6.0
440,60,Leghorn,Type C,28.030371527639915,2450.5035615891347,7.0
441,34,Plymouth Rock,Type A,22.67668947841658,2777.415040076884,5.0
442,61,Leghorn,Type B,24.68407679073194,2176.447026791427,9.0
443,51,Plymouth Rock,Type C,23.45369252641805,3074.1091180258304,1.0
444,39,Plymouth Rock,Type C,23.0927924677764,3054.6750413842637,6.0
445,23,Sussex,Type C,29.56941189973955,2959.7837864377148,7.0
446,12,Sussex,Type C,23.85325771468572,2115.5058661564663,10.0
447,30,Rhode Island Red,Type B,29.480232290306276,3414.874351859459,6.0
448,34,Sussex,Type C,20.87681921162831,2008.4955786072096,3.0
449,11,Rhode Island Red,Type C,22.12661590290653,2783.2190838096676,10.0
450,71,Rhode Island Red,Type A,24.11810381000188,2621.566701577883,4.0
451,69,Rhode Island Red,Type C,28.955703753435373,3068.9214058447164,5.0
452,40,Rhode Island Red,Type B,30.137618676310638,3476.4168030571996,2.0
453,29,Rhode Island Red,Type B,26.640754501692907,3412.8163561537813,1.0
454,41,Leghorn,Type B,26.686863718658437,2737.074218624685,7.0
455,5,Sussex,Type B,30.867752770979273,3198.513349325755,4.0
456,19,Rhode Island Red,Type C,20.237316376483736,3228.49393384744,4.0
457,41,Plymouth Rock,Type C,25.11635036711331,2740.8270639715397,6.0
458,17,Sussex,Type B,32.28060585678849,2471.5506340211978,5.0
459,12,Sussex,Type B,29.048291153200584,2547.1304974932523,8.0
460,9,Rhode Island Red,Type C,25.058406991331307,2938.021796350329,6.0
461,64,Leghorn,Type B,33.582871884945106,2211.197460338246,7.0
462,5,Rhode Island Red,Type A,31.589340911740738,3456.9720184925172,7.0
463,40,Leghorn,Type B,23.973431708551,1821.0464168205476,7.0
464,39,Plymouth Rock,Type B,29.679347562885752,3233.6875340796223,7.0
465,70,Sussex,Type A,28.93626092283435,2820.292465579825,7.0
466,67,Plymouth Rock,Type A,26.01781871058474,2738.8770844412043,2.0
467,27,Leghorn,Type C,25.50434118807201,1915.1071768549327,4.0
468,13,Leghorn,Type C,25.15340712163556,2091.301148923245,8.0
469,38,Plymouth Rock,Type A,29.2573367509347,3422.99605274636,5.0
470,50,Leghorn,Type A,26.636149047210044,2344.3752239982796,10.0
471,8,Plymouth Rock,Type C,32.47794669877133,2633.8880484854794,8.0
472,34,Sussex,Type B,30.04403924200943,3256.576628072881,2.0
473,7,Plymouth Rock,Type A,21.04897408564151,3381.328488692577,7.0
474,18,Sussex,Type C,29.60252335742249,2806.778142506314,1.0
475,64,Plymouth Rock,Type B,24.067211547502772,2830.3420364873773,4.0
476,49,Leghorn,Type A,28.89217987480134,2155.697481799803,7.0
477,38,Plymouth Rock,Type B,30.20197896655177,3140.3165081478896,2.0
478,49,Leghorn,Type C,23.46243783731018,1557.0990784451765,4.0
479,65,Plymouth Rock,Type A,26.85287967320553,3252.0203646092623,4.0
480,20,Plymouth Rock,Type B,22.85487294228602,2571.9305278959355,7.0
481,70,Rhode Island Red,Type A,20.785083136797624,3768.398624060816,2.0
482,44,Leghorn,Type B,25.677146352288034,2160.513603309887,7.0
483,21,Rhode Island Red,Type C,25.44416407768988,3119.121400046696,5.0
484,38,Leghorn,Type C,34.93220736056386,1830.9919476034029,8.0
485,20,Rhode Island Red,Type A,26.695285267964632,3223.890476560612,9.0
486,64,Sussex,Type B,25.003543242083005,2576.2318215911514,2.0
487,70,Plymouth Rock,Type A,28.70712510075012,3100.0999561551657,4.0
488,70,Leghorn,Type A,21.331510911616526,2421.8817003826325,7.0
489,17,Leghorn,Type B,34.4249860393222,2314.7262424387154,8.0
490,60,Plymouth Rock,Type B,29.524400683865498,3025.708449391406,7.0
491,35,Leghorn,Type B,31.322567299112716,2257.8459930887843,4.0
492,38,Leghorn,Type C,22.55716907260876,2148.454914181435,7.0
493,43,Rhode Island Red,Type A,26.14216779507806,3544.103641066379,4.0
494,71,Leghorn,Type A,26.340336700942842,2388.768074111553,6.0
495,12,Sussex,Type C,32.327096658516304,2947.623658520667,9.0
496,59,Sussex,Type B,20.018550196391143,3111.6380720007205,5.0
497,31,Plymouth Rock,Type C,24.512796625298826,3019.3982309664925,7.0
498,57,Leghorn,Type C,34.71854561516456,2142.110235025521,6.0
499,43,Plymouth Rock,Type C,27.12329815259328,2670.816419365898,2.0
500,69,Sussex,Type A,25.737894203660126,2622.6654478039263,5.0
501,21,Leghorn,Type C,21.797435030264694,2008.691940729376,7.0
502,34,Leghorn,Type A,34.61246942942023,2139.911417815452,7.0
503,57,Plymouth Rock,Type A,20.300395338887366,2769.9216311284063,1.0
504,17,Sussex,Type A,31.057703375108645,2936.896894629765,2.0
505,25,Leghorn,Type B,31.528997071827625,1958.328397958167,8.0
506,23,Plymouth Rock,Type A,23.654850740958,2805.93510076266,9.0
507,57,Sussex,Type A,30.07337665419556,2271.178450610984,5.0
508,23,Plymouth Rock,Type B,21.39393716569085,2784.1845517079037,3.0
509,61,Rhode Island Red,Type A,23.855708996481198,3333.589638352874,6.0
510,29,Leghorn,Type C,31.818529824383972,2302.6562441522196,9.0
511,35,Rhode Island Red,Type C,32.9702928805031,2534.297901303312,1.0
512,59,Sussex,Type A,29.127296189896867,2657.0716516229404,3.0
513,27,Rhode Island Red,Type B,27.602576477307238,3796.046137427885,0.0
514,36,Rhode Island Red,Type C,22.389560309284704,3265.106591633131,2.0
515,66,Sussex,Type B,20.946635496187252,2780.7547947805715,1.0
516,14,Plymouth Rock,Type B,21.76473542710338,3114.699843979985,4.0
517,58,Rhode Island Red,Type C,23.410359501441484,3467.739954659086,5.0
518,56,Plymouth Rock,Type B,25.125117528453814,2821.0422435547093,5.0
519,24,Rhode Island Red,Type C,25.713642882664807,3408.0836870598546,4.0
520,36,Plymouth Rock,Type B,25.19482652883505,3301.0651227941175,2.0
521,18,Sussex,Type C,23.585829982958984,2478.7017205693323,6.0
522,54,Rhode Island Red,Type A,27.645863701275474,3557.248406053387,6.0
523,32,Sussex,Type C,32.37929162349345,2626.098101987047,3.0
524,57,Rhode Island Red,Type C,24.195553077072187,2603.9593759123895,6.0
525,28,Sussex,Type C,34.1358052865335,2737.063517644175,2.0
526,26,Sussex,Type C,33.10004992585772,2051.9660981311804,3.0
527,34,Rhode Island Red,Type B,22.426463170281643,3207.8139001748914,3.0
528,67,Rhode Island Red,Type A,31.794139351356417,3148.166426427624,6.0
529,8,Rhode Island Red,Type C,28.618810734766498,3414.526153802056,9.0
530,63,Leghorn,Type B,28.49863043257128,1939.196798887367,5.0
531,12,Plymouth Rock,Type A,25.865641445872615,3144.378312990792,8.0
532,16,Leghorn,Type A,27.517294987730146,2701.4696847149216,10.0
533,35,Leghorn,Type A,25.957681661438166,2025.2200855032568,5.0
534,38,Sussex,Type A,28.09598928139914,2696.0690057426723,6.0
535,53,Rhode Island Red,Type C,29.419250791589537,3325.458325796285,2.0
536,61,Plymouth Rock,Type C,30.114557096135727,3012.4136576239007,6.0
537,30,Sussex,Type B,27.987217888391392,3368.015387723365,6.0
538,22,Leghorn,Type B,30.821331009930976,1838.1534627318988,6.0
539,42,Rhode Island Red,Type B,22.11917073913259,2903.705711180716,4.0
540,54,Sussex,Type A,23.179737363533576,2365.0088890381403,3.0
541,12,Rhode Island Red,Type A,32.28102506111405,3223.0298309545133,12.0
542,45,Sussex,Type C,24.837919667696227,2913.727494006459,3.0
543,10,Rhode Island Red,Type A,20.343407374641803,3672.184538811351,4.0
544,73,Leghorn,Type A,22.306867245020467,2094.2614152887177,5.0
545,48,Plymouth Rock,Type A,23.35421651744467,3175.149489657543,3.0
546,68,Leghorn,Type B,34.35984331841881,2750.062040981906,4.0
547,33,Plymouth Rock,Type B,28.59562143396274,3160.9591662071603,5.0
548,32,Rhode Island Red,Type C,33.99096110714382,2954.950776842,2.0
549,15,Sussex,Type A,28.627450257449375,2678.149442375552,11.0
550,69,Leghorn,Type A,27.190316602067774,2135.8096448276874,6.0
551,23,Plymouth Rock,Type C,24.70591536791144,2363.6084208437123,9.0
552,13,Leghorn,Type A,29.095564166500633,2499.710409590026,8.0
553,31,Plymouth Rock,Type A,22.087970369262948,3201.4508239485895,1.0
554,38,Leghorn,Type B,33.47392440939059,1963.0218746258956,7.0
555,48,Plymouth Rock,Type C,32.43998607711926,3170.6680277938704,4.0
556,72,Plymouth Rock,Type C,24.762971718151057,2504.838169256267,4.0
557,19,Rhode Island Red,Type C,34.291962914019415,3116.2540405708123,4.0
558,55,Plymouth Rock,Type C,32.378011511233524,2255.109639940667,4.0
559,17,Rhode Island Red,Type B,29.994603287525596,2902.3963983881567,2.0
560,53,Plymouth Rock,Type B,21.82642866687912,3265.473141535993,6.0
561,74,Sussex,Type A,27.173510345721084,2590.7228216085227,6.0
562,60,Sussex,Type A,27.591613322701264,3067.7430953833505,4.0
563,55,Sussex,Type A,23.488270375480703,2873.6220909106805,3.0
564,41,Plymouth Rock,Type A,21.19948091538953,2436.5597813755267,3.0
565,21,Rhode Island Red,Type B,31.65085445707539,2899.3073510090903,8.0
566,62,Rhode Island Red,Type C,21.830525781865926,2712.726966130273,5.0
567,33,Plymouth Rock,Type B,28.91436125842662,2761.531925420301,4.0
568,37,Sussex,Type A,34.04673760825491,2786.1696008230756,7.0
569,64,Sussex,Type B,33.14157788897064,3049.6112384354446,6.0
570,59,Rhode Island Red,Type C,24.166289356238916,2619.2716720397434,6.0
571,14,Sussex,Type C,32.77172956326898,2292.415083884248,8.0
572,51,Leghorn,Type B,20.004987591807343,2241.321203646799,6.0
573,27,Rhode Island Red,Type B,20.265317144198857,3657.7079894188773,4.0
574,25,Sussex,Type B,29.038297457642976,2311.1313155616754,3.0
575,17,Rhode Island Red,Type A,25.47197328716794,2884.758414404732,5.0
576,37,Leghorn,Type B,25.796912617387207,2369.5805219249232,6.0
577,28,Rhode Island Red,Type B,28.466616360183238,3653.5636692120192,7.0
578,15,Rhode Island Red,Type B,22.87673683387791,2992.7280206161336,6.0
579,21,Rhode Island Red,Type C,23.176330259982176,2795.8227185818632,5.0
580,72,Rhode Island Red,Type C,27.26902380528297,3471.219911885494,4.0
581,51,Leghorn,Type A,31.313803165157946,2001.990011168825,6.0
582,29,Plymouth Rock,Type A,29.292466271113817,3417.0675323488535,1.0
583,25,Rhode Island Red,Type C,24.460325723552582,2628.747202875713,4.0
584,16,Rhode Island Red,Type C,26.45505766263382,2664.7177469429807,5.0
585,41,Sussex,Type C,22.559971378249976,2890.46957398389,4.0
586,46,Rhode Island Red,Type B,21.119447215056226,3452.5726527381507,5.0
587,21,Sussex,Type B,31.74044061116224,3118.815788175422,8.0
588,52,Plymouth Rock,Type C,23.98081113782292,3137.5503374073387,3.0
589,32,Leghorn,Type B,22.666495817768723,2617.5343074363836,5.0
590,45,Leghorn,Type B,30.37427083353979,2018.0152414385873,7.0
591,51,Plymouth Rock,Type A,29.27077511430779,2406.694421766208,5.0
592,22,Leghorn,Type C,29.497844390201962,2037.3791904438551,6.0
593,17,Plymouth Rock,Type C,23.433419072699206,2781.865266504708,3.0
594,17,Plymouth Rock,Type B,23.489683078440216,3050.7121257210956,5.0
595,35,Plymouth Rock,Type C,23.31203944678459,2621.5542482180344,5.0
596,6,Leghorn,Type A,22.60628893493442,2116.490791844908,14.0
597,20,Sussex,Type A,29.835855088424843,2298.0170550578437,11.0
598,13,Plymouth Rock,Type A,32.72023827874102,2466.02506164029,6.0
599,42,Rhode Island Red,Type C,30.864762045149917,3208.7656323456545,3.0
600,58,Leghorn,Type C,31.881404506408145,2303.3045735180335,4.0
601,60,Plymouth Rock,Type C,26.071976436277996,2213.0102134258727,4.0
602,49,Plymouth Rock,Type C,29.81113693057997,2781.424894869087,5.0
603,38,Rhode Island Red,Type C,25.31354360667162,3436.853430091015,1.0
604,13,Sussex,Type A,27.882569329529602,2991.4376655244982,7.0
605,12,Sussex,Type B,27.224522698022934,2277.1946781227657,10.0
606,11,Sussex,Type A,22.653307177157817,2722.9849848200174,7.0
607,40,Plymouth Rock,Type C,25.80618140503446,2728.226607727157,6.0
608,22,Plymouth Rock,Type A,34.45733413223527,3056.341984571356,7.0
609,7,Plymouth Rock,Type C,23.728703865724132,2450.0824689139417,9.0
610,32,Leghorn,Type C,22.007056044192332,2074.839037859875,6.0
611,74,Rhode Island Red,Type A,26.278709324359028,2959.531457854025,3.0
612,48,Plymouth Rock,Type C,31.85506603790222,2853.7779229561565,1.0
613,25,Rhode Island Red,Type B,28.732223446699585,3465.4353392657254,5.0
614,32,Rhode Island Red,Type C,30.214622408573668,2650.4954980725856,6.0
615,58,Sussex,Type B,22.845422722620157,2821.2499237126967,2.0
616,58,Leghorn,Type B,29.284222895115825,2718.162522971779,8.0
617,69,Plymouth Rock,Type C,24.852505923672105,2809.028944706916,4.0
618,25,Sussex,Type A,32.514550489321515,2730.634617416278,0.0
619,17,Sussex,Type B,29.439482090161043,2854.6241911206007,4.0
620,61,Plymouth Rock,Type A,22.982844166629437,3284.8935350008587,2.0
621,53,Rhode Island Red,Type B,20.969250197661292,3154.410804051961,3.0
622,58,Sussex,Type C,20.63949813930549,2624.943770407832,4.0
623,14,Rhode Island Red,Type C,25.57112851475211,3193.297468551492,11.0
624,57,Leghorn,Type B,23.987767049814703,1981.4556331124668,8.0
625,48,Rhode Island Red,Type C,29.69135185193762,2852.0165825018785,1.0
626,51,Leghorn,Type B,27.490007524679275,2449.248668013693,6.0
627,57,Rhode Island Red,Type C,23.99028917008071,2823.0710684057512,4.0
628,50,Sussex,Type A,22.23856666925264,2436.9800114672944,3.0
629,17,Sussex,Type C,21.907996440311745,2292.3910238477406,5.0
630,41,Leghorn,Type A,32.96990588210626,2408.0116751756336,6.0
631,28,Plymouth Rock,Type C,23.65216952607301,2722.126493432177,5.0
632,6,Leghorn,Type A,29.775659718664524,1917.1460285937721,9.0
633,18,Leghorn,Type C,32.16028891979399,2110.9075221583967,9.0
634,14,Rhode Island Red,Type A,29.21121966777104,3719.7297869771037,6.0
635,39,Rhode Island Red,Type B,32.89347847470419,3588.210182628782,5.0
636,29,Leghorn,Type B,25.885905822927118,1909.3207899246313,5.0
637,7,Sussex,Type A,34.343332859734225,2523.192520902613,10.0
638,21,Rhode Island Red,Type C,21.997175062671452,2713.801210662733,3.0
639,16,Plymouth Rock,Type A,21.53224294486307,3251.3392271002654,5.0
640,58,Rhode Island Red,Type C,29.880382193111654,3316.2278518628,1.0
641,28,Rhode Island Red,Type B,34.142467121198926,3803.1031656569935,3.0
642,33,Plymouth Rock,Type C,32.13325192454492,2218.0602197599605,4.0
643,47,Leghorn,Type B,21.14625289157077,2115.768421628865,5.0
644,29,Plymouth Rock,Type C,24.190515709020744,3133.615377835094,7.0
645,64,Leghorn,Type C,33.954783272567354,1896.247346816406,6.0
646,69,Leghorn,Type C,23.795876492011768,2144.856043429727,4.0
647,32,Leghorn,Type A,31.71755635680379,2061.684156844441,5.0
648,20,Plymouth Rock,Type A,32.37698293893055,3131.3229322914744,6.0
649,51,Leghorn,Type B,27.431781551914725,2073.642857228544,9.0
650,62,Sussex,Type B,25.795233647724732,3306.20494883771,2.0
651,31,Plymouth Rock,Type A,26.751866486296393,3227.2399875326214,0.0
652,57,Sussex,Type B,23.40447041548046,3253.5643617707365,3.0
653,46,Leghorn,Type A,33.340863741932665,2139.4963878897006,6.0
654,63,Rhode Island Red,Type C,26.759294850946368,3082.40096486794,3.0
655,51,Leghorn,Type B,33.236891606841496,2712.3996510518346,6.0
656,38,Sussex,Type B,21.58540219859411,2392.463116400133,0.0
657,41,Sussex,Type A,34.82412906500197,2905.0039699731124,6.0
658,10,Plymouth Rock,Type B,26.649096311654276,2775.517690629951,5.0
659,11,Rhode Island Red,Type B,20.71746230591158,3291.6094624626094,5.0
660,29,Plymouth Rock,Type C,20.570327723561824,2528.069684485658,6.0
661,37,Sussex,Type B,31.19310886222758,3182.0939194519137,0.0
662,59,Leghorn,Type C,29.88553301305521,1747.2051189306333,6.0
663,62,Rhode Island Red,Type A,32.03195837191382,3410.657312793385,1.0
664,11,Leghorn,Type B,21.58051300929209,2417.618244365883,11.0
665,61,Leghorn,Type C,20.533563005533225,1641.1096483326492,5.0
666,16,Rhode Island Red,Type A,27.628689341713677,3569.734035113862,7.0
667,20,Plymouth Rock,Type B,25.813928472241543,3402.4227482451397,4.0
668,47,Leghorn,Type A,26.929204050064335,2161.756382522342,12.0
669,11,Sussex,Type B,34.87382613305411,3331.756346341068,2.0
670,55,Leghorn,Type A,34.56124936506005,1870.175539351032,3.0
671,36,Rhode Island Red,Type A,34.13473084509789,3415.9835418756575,3.0
672,12,Rhode Island Red,Type C,31.75764015151511,2931.805100785912,12.0
673,49,Rhode Island Red,Type A,25.322620403853357,3412.62767038317,2.0
674,63,Plymouth Rock,Type B,26.181963953941576,2788.101358609256,1.0
675,8,Leghorn,Type B,28.24424065578387,2539.2138415251447,11.0
676,71,Plymouth Rock,Type C,32.458016846072596,2889.2440199620232,3.0
677,33,Plymouth Rock,Type B,21.030692487774015,3060.1887794490176,3.0
678,33,Rhode Island Red,Type B,26.36445328827332,3511.445461527822,5.0
679,32,Rhode Island Red,Type B,21.23926495188903,3522.0501679869303,8.0
680,48,Plymouth Rock,Type A,27.719863798602674,2643.450861176774,6.0
681,8,Leghorn,Type A,33.48351236009353,2551.3618937845986,13.0
682,13,Sussex,Type B,31.73727386845907,2516.622958496253,5.0
683,9,Plymouth Rock,Type C,23.417636263146647,2869.257092579648,5.0
684,60,Leghorn,Type A,34.63986274398189,2058.3199898660678,6.0
685,54,Rhode Island Red,Type C,30.010255970696427,3444.9847855558432,4.0
686,19,Rhode Island Red,Type B,20.156415490961045,3655.5624981628803,5.0
687,36,Leghorn,Type B,23.831202270278293,2070.6568246053957,5.0
688,32,Sussex,Type A,23.91069949879875,2913.0822155244705,4.0
689,26,Rhode Island Red,Type B,21.0388145942879,3573.7390835801452,0.0
690,21,Rhode Island Red,Type A,34.397397771138934,3437.3109264594423,6.0
691,63,Rhode Island Red,Type B,27.173829418638856,3494.120637141775,3.0
692,61,Leghorn,Type B,33.43721896057823,2025.039289144763,9.0
693,30,Plymouth Rock,Type A,24.833232551669425,2837.2012812487983,3.0
694,29,Rhode Island Red,Type A,21.878503556492408,3208.230415861051,3.0
695,14,Plymouth Rock,Type A,27.11504164859321,2651.1456655987745,12.0
696,49,Sussex,Type B,21.709349520714756,3361.2864757537222,1.0
697,15,Rhode Island Red,Type B,27.2902325446631,3392.9705830986595,11.0
698,57,Rhode Island Red,Type C,33.80445771829112,2943.9882143420305,1.0
699,72,Sussex,Type A,27.811522127513193,2433.7718614352884,3.0
700,32,Rhode Island Red,Type B,29.247495903426252,3629.3207549277317,6.0
701,69,Plymouth Rock,Type B,22.349576554607125,3132.477677280499,0.0
702,53,Leghorn,Type A,20.656034388199544,2540.7750531971346,3.0
703,51,Plymouth Rock,Type C,21.662119432697107,3061.232227260386,4.0
704,56,Leghorn,Type A,28.977973635265485,1828.7443783962394,10.0
705,58,Leghorn,Type C,21.42517548488457,1602.2241711319446,11.0
706,64,Plymouth Rock,Type B,25.63989334911967,2819.004276606838,8.0
707,61,Plymouth Rock,Type C,28.251379106872342,2618.130682970931,6.0
708,51,Plymouth Rock,Type B,25.829791979447705,3204.770312305579,4.0
709,35,Plymouth Rock,Type A,22.455257021979524,3275.9542318782646,3.0
710,50,Sussex,Type A,24.1068696127116,2708.810246909593,4.0
711,30,Rhode Island Red,Type A,33.92476299272865,2707.8247709151888,3.0
712,9,Leghorn,Type C,30.13973413379533,1643.6876251842127,7.0
713,56,Plymouth Rock,Type B,27.4407175801983,2854.0191007397525,2.0
714,58,Plymouth Rock,Type A,20.190723349803402,2573.6624369670044,2.0
715,37,Plymouth Rock,Type A,34.886231007342055,3098.333588159334,6.0
716,54,Sussex,Type B,30.071824023419648,2853.2309299609283,3.0
717,42,Plymouth Rock,Type A,24.753837160174175,3281.4759478301985,3.0
718,31,Plymouth Rock,Type B,33.18902989996757,3382.4931030377593,3.0
719,19,Plymouth Rock,Type B,23.876474304377272,3156.5334740784756,7.0
720,65,Rhode Island Red,Type B,28.160248687741273,3270.2692032388504,2.0
721,25,Sussex,Type B,29.54106145594738,2705.127728945061,2.0
722,50,Plymouth Rock,Type B,23.315950571805928,2570.31719577913,1.0
723,73,Leghorn,Type C,34.67595918200894,2109.70819553676,3.0
724,10,Leghorn,Type A,31.222878589684964,2500.7164306221393,7.0
725,42,Leghorn,Type C,28.367198382666047,2090.380965203861,3.0
726,66,Sussex,Type A,22.70891897262951,2532.589752373031,3.0
727,66,Sussex,Type C,20.80787310497039,2704.7955999252954,1.0
728,50,Leghorn,Type B,24.80089748781475,2067.5862052562843,8.0
729,17,Plymouth Rock,Type A,31.297810038701044,2481.8925324629477,6.0
730,7,Sussex,Type A,24.039969474530377,2615.175151987891,9.0
731,10,Leghorn,Type C,28.093343307432576,1622.911182542245,13.0
732,12,Leghorn,Type C,30.919207650961148,1801.4884153543594,11.0
733,48,Plymouth Rock,Type A,21.619155719696966,2464.257390053937,4.0
734,37,Rhode Island Red,Type C,30.279470241738103,3059.82478888279,0.0
735,54,Sussex,Type C,21.37806331565067,2126.169590148737,4.0
736,15,Plymouth Rock,Type C,34.476946131904946,2670.2962226915747,3.0
737,32,Leghorn,Type B,27.325911950974096,2241.663835788886,5.0
738,74,Leghorn,Type B,22.26014161564816,2684.133700644639,3.0
739,45,Plymouth Rock,Type C,25.135754540503196,3032.683223620051,5.0
740,20,Sussex,Type C,26.20124673942892,2098.4347090449896,11.0
741,72,Rhode Island Red,Type B,31.37277516614806,2719.455253068315,3.0
742,52,Rhode Island Red,Type B,31.15135679114914,3608.4302283509605,2.0
743,60,Leghorn,Type A,29.179107580059963,2192.2375069288464,5.0
744,68,Sussex,Type A,21.588960688377394,2805.859176474694,2.0
745,63,Rhode Island Red,Type B,22.273540573815104,2901.277707155339,0.0
746,66,Sussex,Type C,21.40635380968335,2482.8944365985985,5.0
747,15,Sussex,Type C,28.65759174931325,2652.9927315417176,2.0
748,22,Leghorn,Type C,33.157076622671056,2092.4407553984593,7.0
749,23,Rhode Island Red,Type C,26.507007683821577,2647.5518468287,5.0
750,59,Plymouth Rock,Type A,22.41272260936619,3289.9516184878134,7.0
751,30,Leghorn,Type B,28.370634877234505,2648.498216299267,4.0
752,10,Rhode Island Red,Type C,32.17628325298565,3109.195391393326,6.0
753,8,Rhode Island Red,Type A,31.125680922693952,3450.5478044740366,3.0
754,33,Rhode Island Red,Type C,33.22176169512532,3193.8453862722663,5.0
755,63,Rhode Island Red,Type B,24.168531458733018,3213.909104255703,8.0
756,21,Rhode Island Red,Type A,22.909308009016623,2960.912988078286,7.0
757,47,Sussex,Type B,33.19724728912908,2814.0369480139766,2.0
758,70,Leghorn,Type B,29.863404691670347,2632.4803774677703,9.0
759,38,Sussex,Type A,24.66393395011331,2509.104246465713,5.0
760,12,Plymouth Rock,Type A,31.135220758587636,2630.3563608451914,7.0
761,17,Rhode Island Red,Type A,32.22677576720552,3108.2413773838953,6.0
762,12,Leghorn,Type A,29.224673605116983,2365.6683010173283,13.0
763,69,Rhode Island Red,Type A,30.318261648198728,2656.8586225522463,8.0
764,47,Leghorn,Type A,25.628898566639997,2504.8003534674945,10.0
765,43,Sussex,Type A,28.080435010145585,2155.1311371371144,7.0
766,63,Leghorn,Type C,27.862387560892433,2076.4055514536335,6.0
767,48,Plymouth Rock,Type B,32.72071686696158,3286.238725898865,3.0
768,13,Plymouth Rock,Type A,32.59945970423274,2721.021149578626,13.0
769,41,Leghorn,Type C,32.49020704020565,2020.8155861440823,7.0
770,40,Leghorn,Type C,20.16547421393699,1904.910814269844,7.0
771,32,Leghorn,Type C,31.243182267033326,1909.1966437856497,5.0
772,46,Leghorn,Type B,31.380145851665073,2012.6649297639988,10.0
773,47,Plymouth Rock,Type A,30.175682342827127,2628.088527807935,2.0
774,46,Rhode Island Red,Type C,31.343969868371786,2773.914870629904,4.0
775,70,Leghorn,Type B,32.62955557245063,2130.673980739268,6.0
776,59,Leghorn,Type B,27.054785811526784,2695.00510637252,3.0
